Ranking,Movie Title,Movie Link,Poster Img Link,Released_Year,Duration,Certificate,IMDB Rating
78, Braveheart,https://www.imdb.com/title/tt0112573/?ref_=chttp_t_78,"https://m.media-amazon.com/images/M/MV5BMzkzMmU0YTYtOWM3My00YzBmLWI0YzctOGYyNTkwMWE5MTJkXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UY207_CR0,0,140,207_.jpg",1995,2h 58m,R,8.3
79, Joker,https://www.imdb.com/title/tt7286456/?ref_=chttp_t_79,"https://m.media-amazon.com/images/M/MV5BNGVjNWI4ZGUtNzE0MS00YTJmLWE0ZDctN2ZiYTk2YmI3NTYyXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX140_CR0,0,140,207_.jpg",2019,2h 2m,R,8.4
80, Avengers: Endgame,https://www.imdb.com/title/tt4154796/?ref_=chttp_t_80,"https://m.media-amazon.com/images/M/MV5BMTc5MDE2ODcwNV5BMl5BanBnXkFtZTgwMzI2NzQ2NzM@._V1_QL75_UX140_CR0,0,140,207_.jpg",2019,3h 1m,PG-13,8.4
81, Princess Mononoke,https://www.imdb.com/title/tt0119698/?ref_=chttp_t_81,"https://m.media-amazon.com/images/M/MV5BNTZkYmI0MmEtNGFlZC00OWZjLWFjMmItMjk1OWZkOWJiZGVjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UX140_CR0,1,140,207_.jpg",1997,2h 14m,PG-13,8.3
82, Good Will Hunting,https://www.imdb.com/title/tt0119217/?ref_=chttp_t_82,"https://m.media-amazon.com/images/M/MV5BOTI0MzcxMTYtZDVkMy00NjY1LTgyMTYtZmUxN2M3NmQ2NWJhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX140_CR0,3,140,207_.jpg",1997,2h 6m,R,8.3
83, Once Upon a Time in America,https://www.imdb.com/title/tt0087843/?ref_=chttp_t_83,"https://m.media-amazon.com/images/M/MV5BMmQzZjdmZDAtOGE2Yy00MmUwLTljYzgtZTMwMjk3ZDdiOWUyXkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_QL75_UX140_CR0,1,140,207_.jpg",1984,3h 49m,R,8.3
84, Your Name,https://www.imdb.com/title/tt5311514/?ref_=chttp_t_84,"https://m.media-amazon.com/images/M/MV5BODRmZDVmNzUtZDA4ZC00NjhkLWI2M2UtN2M0ZDIzNDcxYThjL2ltYWdlXkEyXkFqcGdeQXVyNTk0MzMzODA@._V1_QL75_UX140_CR0,0,140,207_.jpg",2016,1h 46m,TV-PG,8.4
85, 3 Idiots,https://www.imdb.com/title/tt1187043/?ref_=chttp_t_85,"https://m.media-amazon.com/images/M/MV5BNTkyOGVjMGEtNmQzZi00NzFlLTlhOWQtODYyMDc2ZGJmYzFhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UY207_CR2,0,140,207_.jpg",2009,2h 50m,PG-13,8.4
86, High and Low,https://www.imdb.com/title/tt0057565/?ref_=chttp_t_86,"https://m.media-amazon.com/images/M/MV5BOTI4NTNhZDMtMWNkZi00MTRmLWJmZDQtMmJkMGVmZTEzODlhXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_QL75_UX140_CR0,1,140,207_.jpg",1963,2h 23m,Not Rated,8.4
87, Singin' in the Rain,https://www.imdb.com/title/tt0045152/?ref_=chttp_t_87,"https://m.media-amazon.com/images/M/MV5BZDRjNGViMjQtOThlMi00MTA3LThkYzQtNzJkYjBkMGE0YzE1XkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_QL75_UY207_CR1,0,140,207_.jpg",1952,1h 43m,G,8.3
88, Requiem for a Dream,https://www.imdb.com/title/tt0180093/?ref_=chttp_t_88,"https://m.media-amazon.com/images/M/MV5BOTdiNzJlOWUtNWMwNS00NmFlLWI0YTEtZmI3YjIzZWUyY2Y3XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UX140_CR0,1,140,207_.jpg",2000,1h 42m,Unrated,8.3
89, Capernaum,https://www.imdb.com/title/tt8267604/?ref_=chttp_t_89,"https://m.media-amazon.com/images/M/MV5BMmExNzU2ZWMtYzUwYi00YmM2LTkxZTQtNmVhNjY0NTMyMWI2XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UY207_CR1,0,140,207_.jpg",2018,2h 6m,R,8.4
90, Toy Story 3,https://www.imdb.com/title/tt0435761/?ref_=chttp_t_90,"https://m.media-amazon.com/images/M/MV5BMTgxOTY4Mjc0MF5BMl5BanBnXkFtZTcwNTA4MDQyMw@@._V1_QL75_UY207_CR3,0,140,207_.jpg",2010,1h 43m,G,8.3
91, Come and See,https://www.imdb.com/title/tt0091251/?ref_=chttp_t_91,"https://m.media-amazon.com/images/M/MV5BODM4Njg0NTAtYjI5Ny00ZjAxLTkwNmItZTMxMWU5M2U3M2RjXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UX140_CR0,4,140,207_.jpg",1985,2h 22m,Not Rated,8.4
92, Star Wars: Episode VI - Return of the Jedi,https://www.imdb.com/title/tt0086190/?ref_=chttp_t_92,"https://m.media-amazon.com/images/M/MV5BOWZlMjFiYzgtMTUzNC00Y2IzLTk1NTMtZmNhMTczNTk0ODk1XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UX140_CR0,5,140,207_.jpg",1983,2h 11m,PG,8.3
93, Eternal Sunshine of the Spotless Mind,https://www.imdb.com/title/tt0338013/?ref_=chttp_t_93,"https://m.media-amazon.com/images/M/MV5BMTY4NzcwODg3Nl5BMl5BanBnXkFtZTcwNTEwOTMyMw@@._V1_QL75_UX140_CR0,0,140,207_.jpg",2004,1h 48m,R,8.3
94, 2001: A Space Odyssey,https://www.imdb.com/title/tt0062622/?ref_=chttp_t_94,"https://m.media-amazon.com/images/M/MV5BMmNlYzRiNDctZWNhMi00MzI4LThkZTctMTUzMmZkMmFmNThmXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UX140_CR0,0,140,207_.jpg",1968,2h 29m,G,8.3
95, The Hunt,https://www.imdb.com/title/tt2106476/?ref_=chttp_t_95,"https://m.media-amazon.com/images/M/MV5BMTg2NDg3ODg4NF5BMl5BanBnXkFtZTcwNzk3NTc3Nw@@._V1_QL75_UY207_CR3,0,140,207_.jpg",2012,1h 55m,R,8.3
96, Reservoir Dogs,https://www.imdb.com/title/tt0105236/?ref_=chttp_t_96,"https://m.media-amazon.com/images/M/MV5BZmExNmEwYWItYmQzOS00YjA5LTk2MjktZjEyZDE1Y2QxNjA1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX140_CR0,1,140,207_.jpg",1992,1h 39m,R,8.3
97, Ikiru,https://www.imdb.com/title/tt0044741/?ref_=chttp_t_97,"https://m.media-amazon.com/images/M/MV5BYWM1YmZkNTctZDAwNy00ZTY4LWFjMTktYzU4ZjViMmU1OTJmXkEyXkFqcGdeQXVyMTA0MTM5NjI2._V1_QL75_UX140_CR0,1,140,207_.jpg",1952,2h 23m,Not Rated,8.3
98, Lawrence of Arabia,https://www.imdb.com/title/tt0056172/?ref_=chttp_t_98,"https://m.media-amazon.com/images/M/MV5BYWY5ZjhjNGYtZmI2Ny00ODM0LWFkNzgtZmI1YzA2N2MxMzA0XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_QL75_UY207_CR2,0,140,207_.jpg",1962,3h 38m,Approved,8.3
99, Citizen Kane,https://www.imdb.com/title/tt0033467/?ref_=chttp_t_99,"https://m.media-amazon.com/images/M/MV5BYjBiOTYxZWItMzdiZi00NjlkLWIzZTYtYmFhZjhiMTljOTdkXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UX140_CR0,1,140,207_.jpg",1941,1h 59m,PG,8.3
100, M,https://www.imdb.com/title/tt0022100/?ref_=chttp_t_100,"https://m.media-amazon.com/images/M/MV5BODA4ODk3OTEzMF5BMl5BanBnXkFtZTgwMTQ2ODMwMzE@._V1_QL75_UX140_CR0,1,140,207_.jpg",1931,1h 39m,Passed,8.3
101, North by Northwest,https://www.imdb.com/title/tt0053125/?ref_=chttp_t_101,"https://m.media-amazon.com/images/M/MV5BZDA3NDExMTUtMDlhOC00MmQ5LWExZGUtYmI1NGVlZWI4OWNiXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_QL75_UX140_CR0,2,140,207_.jpg",1959,2h 16m,Approved,8.3
102, The Apartment,https://www.imdb.com/title/tt0053604/?ref_=chttp_t_102,"https://m.media-amazon.com/images/M/MV5BNzkwODFjNzItMmMwNi00MTU5LWE2MzktM2M4ZDczZGM1MmViXkEyXkFqcGdeQXVyNDY2MTk1ODk@._V1_QL75_UX140_CR0,7,140,207_.jpg",1960,2h 5m,Approved,8.3
103, Vertigo,https://www.imdb.com/title/tt0052357/?ref_=chttp_t_103,"https://m.media-amazon.com/images/M/MV5BYTE4ODEwZDUtNDFjOC00NjAxLWEzYTQtYTI1NGVmZmFlNjdiL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_QL75_UX140_CR0,5,140,207_.jpg",1958,2h 8m,PG,8.3
104, Double Indemnity,https://www.imdb.com/title/tt0036775/?ref_=chttp_t_104,"https://m.media-amazon.com/images/M/MV5BOTdlNjgyZGUtOTczYi00MDdhLTljZmMtYTEwZmRiOWFkYjRhXkEyXkFqcGdeQXVyNDY2MTk1ODk@._V1_QL75_UX140_CR0,2,140,207_.jpg",1944,1h 47m,Passed,8.3
105, Amélie,https://www.imdb.com/title/tt0211915/?ref_=chttp_t_105,"https://m.media-amazon.com/images/M/MV5BNDg4NjM1YjMtYmNhZC00MjM0LWFiZmYtNGY1YjA3MzZmODc5XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_QL75_UX140_CR0,1,140,207_.jpg",2001,2h 2m,R,8.3
106, Scarface,https://www.imdb.com/title/tt0086250/?ref_=chttp_t_106,"https://m.media-amazon.com/images/M/MV5BNjdjNGQ4NDEtNTEwYS00MTgxLTliYzQtYzE2ZDRiZjFhZmNlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UX140_CR0,1,140,207_.jpg",1983,2h 50m,18+,8.3
107, Full Metal Jacket,https://www.imdb.com/title/tt0093058/?ref_=chttp_t_107,"https://m.media-amazon.com/images/M/MV5BNzkxODk0NjEtYjc4Mi00ZDI0LTgyYjEtYzc1NDkxY2YzYTgyXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UX140_CR0,1,140,207_.jpg",1987,1h 56m,R,8.3
108, A Clockwork Orange,https://www.imdb.com/title/tt0066921/?ref_=chttp_t_108,"https://m.media-amazon.com/images/M/MV5BMTY3MjM1Mzc4N15BMl5BanBnXkFtZTgwODM0NzAxMDE@._V1_QL75_UX140_CR0,0,140,207_.jpg",1971,2h 16m,X,8.3
109, Incendies,https://www.imdb.com/title/tt1255953/?ref_=chttp_t_109,"https://m.media-amazon.com/images/M/MV5BMWE3MGYzZjktY2Q5Mi00Y2NiLWIyYWUtMmIyNzA3YmZlMGFhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UX140_CR0,1,140,207_.jpg",2010,2h 11m,R,8.3
110, Hamilton,https://www.imdb.com/title/tt8503618/?ref_=chttp_t_110,"https://m.media-amazon.com/images/M/MV5BNjViNWRjYWEtZTI0NC00N2E3LTk0NGQtMjY4NTM3OGNkZjY0XkEyXkFqcGdeQXVyMjUxMTY3ODM@._V1_QL75_UX140_CR0,0,140,207_.jpg",2020,2h 40m,PG-13,8.3
111, Heat,https://www.imdb.com/title/tt0113277/?ref_=chttp_t_111,"https://m.media-amazon.com/images/M/MV5BYjZjNTJlZGUtZTE1Ny00ZDc4LTgwYjUtMzk0NDgwYzZjYTk1XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UY207_CR2,0,140,207_.jpg",1995,2h 50m,R,8.3
112, Up,https://www.imdb.com/title/tt1049413/?ref_=chttp_t_112,"https://m.media-amazon.com/images/M/MV5BYjBkM2RjMzItM2M3Ni00N2NjLWE3NzMtMGY4MzE4MDAzMTRiXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_QL75_UX140_CR0,0,140,207_.jpg",2009,1h 36m,PG,8.3
113, To Kill a Mockingbird,https://www.imdb.com/title/tt0056592/?ref_=chttp_t_113,"https://m.media-amazon.com/images/M/MV5BNmVmYzcwNzMtMWM1NS00MWIyLThlMDEtYzUwZDgzODE1NmE2XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UX140_CR0,3,140,207_.jpg",1962,2h 9m,Approved,8.3
114, The Sting,https://www.imdb.com/title/tt0070735/?ref_=chttp_t_114,"https://m.media-amazon.com/images/M/MV5BNGU3NjQ4YTMtZGJjOS00YTQ3LThmNmItMTI5MDE2ODI3NzY3XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX140_CR0,3,140,207_.jpg",1973,2h 9m,PG,8.3
115, A Separation,https://www.imdb.com/title/tt1832382/?ref_=chttp_t_115,"https://m.media-amazon.com/images/M/MV5BN2JmMjViMjMtZTM5Mi00ZGZkLTk5YzctZDg5MjFjZDE4NjNkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UX140_CR0,0,140,207_.jpg",2011,2h 3m,PG-13,8.3
116, Indiana Jones and the Last Crusade,https://www.imdb.com/title/tt0097576/?ref_=chttp_t_116,"https://m.media-amazon.com/images/M/MV5BY2Q0ODg4ZmItNDZiYi00ZWY5LTg2NzctNmYwZjA5OThmNzE1XkEyXkFqcGdeQXVyMjM4MzQ4OTQ@._V1_QL75_UX140_CR0,0,140,207_.jpg",1989,2h 7m,PG-13,8.2
117, Metropolis,https://www.imdb.com/title/tt0017136/?ref_=chttp_t_117,"https://m.media-amazon.com/images/M/MV5BMTg5YWIyMWUtZDY5My00Zjc1LTljOTctYmI0MWRmY2M2NmRkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UY207_CR0,0,140,207_.jpg",1927,2h 33m,Not Rated,8.3
118, Die Hard,https://www.imdb.com/title/tt0095016/?ref_=chttp_t_118,"https://m.media-amazon.com/images/M/MV5BZjRlNDUxZjAtOGQ4OC00OTNlLTgxNmQtYTBmMDgwZmNmNjkxXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UX140_CR0,1,140,207_.jpg",1988,2h 12m,R,8.2
119,L.A. Confidential,https://www.imdb.com/title/tt0119488/?ref_=chttp_t_119,"https://m.media-amazon.com/images/M/MV5BMDQ2YzEyZGItYWRhOS00MjBmLTkzMDUtMTdjYzkyMmQxZTJlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UY207_CR1,0,140,207_.jpg",1997,2h 18m,R,8.2
120, Bicycle Thieves,https://www.imdb.com/title/tt0040522/?ref_=chttp_t_120,"https://m.media-amazon.com/images/M/MV5BNmI1ODdjODctMDlmMC00ZWViLWI5MzYtYzRhNDdjYmM3MzFjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UY207_CR2,0,140,207_.jpg",1948,1h 29m,Not Rated,8.3
121, Snatch,https://www.imdb.com/title/tt0208092/?ref_=chttp_t_121,"https://m.media-amazon.com/images/M/MV5BMTA2NDYxOGYtYjU1Mi00Y2QzLTgxMTQtMWI1MGI0ZGQ5MmU4XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_QL75_UY207_CR1,0,140,207_.jpg",2000,1h 42m,R,8.2
122, Like Stars on Earth,https://www.imdb.com/title/tt0986264/?ref_=chttp_t_122,"https://m.media-amazon.com/images/M/MV5BMDhjZWViN2MtNzgxOS00NmI4LThiZDQtZDI3MzM4MDE4NTc0XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UY207_CR3,0,140,207_.jpg",2007,2h 45m,PG,8.3
123, Taxi Driver,https://www.imdb.com/title/tt0075314/?ref_=chttp_t_123,"https://m.media-amazon.com/images/M/MV5BM2M1MmVhNDgtNmI0YS00ZDNmLTkyNjctNTJiYTQ2N2NmYzc2XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UX140_CR0,3,140,207_.jpg",1976,1h 54m,R,8.2
124,1917,https://www.imdb.com/title/tt8579674/?ref_=chttp_t_124,"https://m.media-amazon.com/images/M/MV5BOTdmNTFjNDEtNzg0My00ZjkxLTg1ZDAtZTdkMDc2ZmFiNWQ1XkEyXkFqcGdeQXVyNTAzNzgwNTg@._V1_QL75_UX140_CR0,7,140,207_.jpg",2019,1h 59m,R,8.2
125, Downfall,https://www.imdb.com/title/tt0363163/?ref_=chttp_t_125,"https://m.media-amazon.com/images/M/MV5BMTU0NTU5NTAyMl5BMl5BanBnXkFtZTYwNzYwMDg2._V1_QL75_UY207_CR1,0,140,207_.jpg",2004,2h 36m,R,8.2
126, Dangal,https://www.imdb.com/title/tt5074352/?ref_=chttp_t_126,"https://m.media-amazon.com/images/M/MV5BMTQ4MzQzMzM2Nl5BMl5BanBnXkFtZTgwMTQ1NzU3MDI@._V1_QL75_UY207_CR4,0,140,207_.jpg",2016,2h 41m,Not Rated,8.3
127, Top Gun: Maverick,https://www.imdb.com/title/tt1745960/?ref_=chttp_t_127,"https://m.media-amazon.com/images/M/MV5BZWYzOGEwNTgtNWU3NS00ZTQ0LWJkODUtMmVhMjIwMjA1ZmQwXkEyXkFqcGdeQXVyMjkwOTAyMDU@._V1_QL75_UX140_CR0,0,140,207_.jpg",2022,2h 10m,PG-13,8.3
128, For a Few Dollars More,https://www.imdb.com/title/tt0059578/?ref_=chttp_t_128,"https://m.media-amazon.com/images/M/MV5BMzJlZTNkYjQtMTE1OS00YTJlLTgxNjItYzg4NTllODdkMzBiXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX140_CR0,3,140,207_.jpg",1965,2h 12m,R,8.2
129, Batman Begins,https://www.imdb.com/title/tt0372784/?ref_=chttp_t_129,"https://m.media-amazon.com/images/M/MV5BOTY4YjI2N2MtYmFlMC00ZjcyLTg3YjEtMDQyM2ZjYzQ5YWFkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY207_CR0,0,140,207_.jpg",2005,2h 20m,PG-13,8.2
130, Some Like It Hot,https://www.imdb.com/title/tt0053291/?ref_=chttp_t_130,"https://m.media-amazon.com/images/M/MV5BNzAyOGIxYjAtMGY2NC00ZTgyLWIwMWEtYzY0OWQ4NDFjOTc5XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UX140_CR0,5,140,207_.jpg",1959,2h 1m,Passed,8.2
131, The Kid,https://www.imdb.com/title/tt0012349/?ref_=chttp_t_131,"https://m.media-amazon.com/images/M/MV5BZjhhMThhNDItNTY2MC00MmU1LTliNDEtNDdhZjdlNTY5ZDQ1XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_QL75_UX140_CR0,2,140,207_.jpg",1921,1h 8m,Passed,8.2
132, The Wolf of Wall Street,https://www.imdb.com/title/tt0993846/?ref_=chttp_t_132,"https://m.media-amazon.com/images/M/MV5BMjIxMjgxNTk0MF5BMl5BanBnXkFtZTgwNjIyOTg2MDE@._V1_QL75_UX140_CR0,0,140,207_.jpg",2013,3h,R,8.2
133, The Father,https://www.imdb.com/title/tt10272386/?ref_=chttp_t_133,"https://m.media-amazon.com/images/M/MV5BZGJhNWRiOWQtMjI4OS00ZjcxLTgwMTAtMzQ2ODkxY2JkOTVlXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX140_CR0,0,140,207_.jpg",2020,1h 37m,PG-13,8.2
134, Green Book,https://www.imdb.com/title/tt6966692/?ref_=chttp_t_134,"https://m.media-amazon.com/images/M/MV5BYzIzYmJlYTYtNGNiYy00N2EwLTk4ZjItMGYyZTJiOTVkM2RlXkEyXkFqcGdeQXVyODY1NDk1NjE@._V1_QL75_UX140_CR0,1,140,207_.jpg",2018,2h 10m,PG-13,8.2
135, All About Eve,https://www.imdb.com/title/tt0042192/?ref_=chttp_t_135,"https://m.media-amazon.com/images/M/MV5BYmE1M2Y3NTYtYTI0Mi00N2JlLTkzMzItOTY1MTlhNWNkMDgzXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_QL75_UX140_CR0,2,140,207_.jpg",1950,2h 18m,Passed,8.2
136, Judgment at Nuremberg,https://www.imdb.com/title/tt0055031/?ref_=chttp_t_136,"https://m.media-amazon.com/images/M/MV5BNDc2ODQ5NTE2MV5BMl5BanBnXkFtZTcwODExMjUyNA@@._V1_QL75_UX140_CR0,1,140,207_.jpg",1961,2h 59m,Approved,8.3
137, The Truman Show,https://www.imdb.com/title/tt0120382/?ref_=chttp_t_137,"https://m.media-amazon.com/images/M/MV5BMDIzODcyY2EtMmY2MC00ZWVlLTgwMzAtMjQwOWUyNmJjNTYyXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_QL75_UX140_CR0,0,140,207_.jpg",1998,1h 43m,PG,8.2
138, There Will Be Blood,https://www.imdb.com/title/tt0469494/?ref_=chttp_t_138,"https://m.media-amazon.com/images/M/MV5BMjAxODQ4MDU5NV5BMl5BanBnXkFtZTcwMDU4MjU1MQ@@._V1_QL75_UX140_CR0,0,140,207_.jpg",2007,2h 38m,R,8.2
139, Ran,https://www.imdb.com/title/tt0089881/?ref_=chttp_t_139,"https://m.media-amazon.com/images/M/MV5BMmU1NGYwZWYtOWExNi00ZTEyLTgwMmUtM2ZlMDVjNWM4YjVlXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX140_CR0,3,140,207_.jpg",1985,2h 42m,R,8.2
140, Casino,https://www.imdb.com/title/tt0112641/?ref_=chttp_t_140,"https://m.media-amazon.com/images/M/MV5BMTcxOWYzNDYtYmM4YS00N2NkLTk0NTAtNjg1ODgwZjAxYzI3XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_QL75_UX140_CR0,1,140,207_.jpg",1995,2h 58m,R,8.2
141, Shutter Island,https://www.imdb.com/title/tt1130884/?ref_=chttp_t_141,"https://m.media-amazon.com/images/M/MV5BYzhiNDkyNzktNTZmYS00ZTBkLTk2MDAtM2U0YjU1MzgxZjgzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UX140_CR0,0,140,207_.jpg",2010,2h 18m,R,8.2
142, Pan's Labyrinth,https://www.imdb.com/title/tt0457430/?ref_=chttp_t_142,"https://m.media-amazon.com/images/M/MV5BYzFjMThiMGItOWRlMC00MDI4LThmOGUtYTNlZGZiYWI1YjMyXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX140_CR0,1,140,207_.jpg",2006,1h 58m,R,8.2
143, The Sixth Sense,https://www.imdb.com/title/tt0167404/?ref_=chttp_t_143,"https://m.media-amazon.com/images/M/MV5BMWM4NTFhYjctNzUyNi00NGMwLTk3NTYtMDIyNTZmMzRlYmQyXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_QL75_UY207_CR0,0,140,207_.jpg",1999,1h 47m,PG-13,8.2
144, Unforgiven,https://www.imdb.com/title/tt0105695/?ref_=chttp_t_144,"https://m.media-amazon.com/images/M/MV5BODM3YWY4NmQtN2Y3Ni00OTg0LWFhZGQtZWE3ZWY4MTJlOWU4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UX140_CR0,1,140,207_.jpg",1992,2h 10m,R,8.2
145, Jurassic Park,https://www.imdb.com/title/tt0107290/?ref_=chttp_t_145,"https://m.media-amazon.com/images/M/MV5BMjM2MDgxMDg0Nl5BMl5BanBnXkFtZTgwNTM2OTM5NDE@._V1_QL75_UX140_CR0,1,140,207_.jpg",1993,2h 7m,PG-13,8.2
146, A Beautiful Mind,https://www.imdb.com/title/tt0268978/?ref_=chttp_t_146,"https://m.media-amazon.com/images/M/MV5BMzcwYWFkYzktZjAzNC00OGY1LWI4YTgtNzc5MzVjMDVmNjY0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX140_CR0,0,140,207_.jpg",2001,2h 15m,PG-13,8.2
147, The Treasure of the Sierra Madre,https://www.imdb.com/title/tt0040897/?ref_=chttp_t_147,"https://m.media-amazon.com/images/M/MV5BOTJlZWMxYzEtMjlkMS00ODE0LThlM2ItMDI3NGQ2YjhmMzkxXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_QL75_UX140_CR0,2,140,207_.jpg",1947,2h 6m,Passed,8.2
148, Yojimbo,https://www.imdb.com/title/tt0055630/?ref_=chttp_t_148,"https://m.media-amazon.com/images/M/MV5BZThiZjAzZjgtNDU3MC00YThhLThjYWUtZGRkYjc2ZWZlOTVjXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_QL75_UX140_CR0,1,140,207_.jpg",1961,1h 50m,Not Rated,8.2
149, No Country for Old Men,https://www.imdb.com/title/tt0477348/?ref_=chttp_t_149,"https://m.media-amazon.com/images/M/MV5BMjA5Njk3MjM4OV5BMl5BanBnXkFtZTcwMTc5MTE1MQ@@._V1_QL75_UY207_CR1,0,140,207_.jpg",2007,2h 2m,R,8.2
150, Monty Python and the Holy Grail,https://www.imdb.com/title/tt0071853/?ref_=chttp_t_150,"https://m.media-amazon.com/images/M/MV5BN2IyNTE4YzUtZWU0Mi00MGIwLTgyMmQtMzQ4YzQxYWNlYWE2XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UX140_CR0,1,140,207_.jpg",1975,1h 31m,PG,8.2
151, Kill Bill: Vol. 1,https://www.imdb.com/title/tt0266697/?ref_=chttp_t_151,"https://m.media-amazon.com/images/M/MV5BNzM3NDFhYTAtYmU5Mi00NGRmLTljYjgtMDkyODQ4MjNkMGY2XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UX140_CR0,1,140,207_.jpg",2003,1h 51m,R,8.2
152, The Great Escape,https://www.imdb.com/title/tt0057115/?ref_=chttp_t_152,"https://m.media-amazon.com/images/M/MV5BNzA2NmYxMWUtNzBlMC00MWM2LTkwNmQtYTFlZjQwODNhOWE0XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_QL75_UX140_CR0,6,140,207_.jpg",1963,2h 52m,Approved,8.2
153, The Thing,https://www.imdb.com/title/tt0084787/?ref_=chttp_t_153,"https://m.media-amazon.com/images/M/MV5BNGViZWZmM2EtNGYzZi00ZDAyLTk3ODMtNzIyZTBjN2Y1NmM1XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UX140_CR0,1,140,207_.jpg",1982,1h 49m,16+,8.2
154, Rashomon,https://www.imdb.com/title/tt0042876/?ref_=chttp_t_154,"https://m.media-amazon.com/images/M/MV5BMjEzMzA4NDE2OF5BMl5BanBnXkFtZTcwNTc5MDI2NQ@@._V1_QL75_UX140_CR0,0,140,207_.jpg",1950,1h 28m,Not Rated,8.2
155, Finding Nemo,https://www.imdb.com/title/tt0266543/?ref_=chttp_t_155,"https://m.media-amazon.com/images/M/MV5BZjMxYzBiNjUtZDliNC00MDAyLTg3N2QtOWNjNmNhZGQzNDg5XkEyXkFqcGdeQXVyNjE2MjQwNjc@._V1_QL75_UY207_CR1,0,140,207_.jpg",2003,1h 40m,G,8.2
156, The Elephant Man,https://www.imdb.com/title/tt0080678/?ref_=chttp_t_156,"https://m.media-amazon.com/images/M/MV5BMDVjNjIwOGItNDE3Ny00OThjLWE0NzQtZTU3YjMzZTZjMzhkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX140_CR0,1,140,207_.jpg",1980,2h 4m,PG,8.2
